created_at,id,tweet,username,retweet_count,like_count
2025-03-24 08:24:54+00:00,1.90409e+18,@australian The Australian: “Why are female voters so unimpressed with Albanese and Dutton?”  Also The Australian: 🙄 Trivialised #MeToo 🧱 Backed parties that cut childcare &amp; paid parental leave 📺 Platformed commentators who mock feminism daily It’s not a mystery — it’s cause and effect.,RichoColin,1,1
2025-03-24 08:21:45+00:00,1.90409e+18,"""UN chose Saudi Arabia to chair the women's rights commission—it's like chickens picking KFC to protect their rights. 🤦‍♀️ #UNFail #WomensRights #HumanRights #EqualityMatters"" https://t.co/InN7oii3lu",JN_Araain,0,2
2025-03-24 08:15:36+00:00,1.90408e+18,@mkarthik798 @minicnair These gender discrimination questions are surely some cuckpoo questions. I wouldn't mind scoring bad on them.,Redrouthu9100,0,0
2025-03-24 08:13:07+00:00,1.90408e+18,@OnecaresDen @pat092399 @Dexerto Gender discrimination and bullying. Lmaooooooooo,NekoRaveX,0,0
2025-03-24 08:02:23+00:00,1.90408e+18,Imagine a Monday where women are fully represented and gender-based violence is a thing of the past.   #Equality #EndGBV #WomensRights  Rest in Peace GBV,WIIS_HoA,0,0
2025-03-24 08:00:36+00:00,1.90408e+18,🚨 NEW EPISODE 🚨 Join us on a journey through the Victorian era with @maureenwrig as we explore the life of Elizabeth Wolstenholme Elmy. Discover the roots of women's suffrage and the fierce battles fought for equality. Listen today! #HistoryRage #WomensRights  Listen now 🎧 https://t.co/rYLuCMYVrv,HistoryRage,0,0
2025-03-24 07:58:30+00:00,1.90408e+18,@catturd2 Betcherass that #MeToo won't say a damn thing about him!!!,justplncate,0,2
2025-03-24 07:56:57+00:00,1.90408e+18,"@rasmusbravado #MeToo... Unless the victim is Jewish, or there are Jews to harass. https://t.co/9yqHg1CGXF",no_sao_toonami,0,0
2025-03-24 07:43:02+00:00,1.90408e+18,Allahabad HC: marriage doesn’t give a husband ownership over his wife. Court refuses to quash charges against a man for uploading an intimate video of his wife without consent. https://t.co/VvQf8pFuqs #allahabadhighcourt #womensrights #privacy #bodilyautonomy #indiannews,EnglishSalar,0,0
2025-03-24 07:41:15+00:00,1.90408e+18,"@MenTooSave She knows article 15_3 protects her. She can reduce men to a vibrator yet it'll be lauded as women empowerment. But if male standup comic equates women with 'fleshlight', then he'll be cancelled &amp; FIR registered.  The Constitution needs an amendment to stop gender discrimination.",SaveIndianBoys,0,0
2025-03-24 07:33:02+00:00,1.90407e+18,Indian origin woman killed her own son so that her husband doesn't get custody of son. Such monstrous woman and only life imprisonment? Why no death sentence? #MenToo #BBB25 #kunalkamra #MeToo #MuskanRastogi #SaurabhRajput #BoycottMarriageInAndhra #GenderBiasedLaws #IPL2025 https://t.co/77LSDc6WhV,bahuguna46,0,2
2025-03-24 07:28:41+00:00,1.90407e+18,@DelhiPolice 12.37 Mar 24 Poisonous &amp; Corrosive chemical fumes &amp; nerve agents released in Rajokri premises to poison  @GE_Aerospace whistleblower Seema Sapra #FCPA #MeToo #GEAerospace @FBI @CPDelhi @DCPPCRDELHI  @DelhiPolice @dcp_southwest @CellDelhi  @SarinSatyajeet @HMOIndia @gurgaonpolice https://t.co/bf7Eo76NwL,Tigerandus,0,0
2025-03-24 07:19:09+00:00,1.90407e+18,"𝗕𝗮𝗹𝗮𝗻𝗰𝗲 𝗧𝗼𝗻 𝗗𝗲𝗽𝗮𝗿𝗱𝗶𝗲𝘂 | Depardieu denies the charges, having stated in an open letter published in Le Figaro in October 2023, ""Never, but never, have I abused a woman."" #GerardDepardieu #MeToo",stessnews,0,0
2025-03-24 07:19:06+00:00,1.90407e+18,𝗕𝗮𝗹𝗮𝗻𝗰𝗲 𝗧𝗼𝗻 𝗗𝗲𝗽𝗮𝗿𝗱𝗶𝗲𝘂 | The allegations come from a 54YO set designer &amp; a 34YO assistant director who worked on the film. #GerardDepardieu #MeToo,stessnews,0,0
2025-03-24 07:19:05+00:00,1.90407e+18,"𝗕𝗮𝗹𝗮𝗻𝗰𝗲 𝗧𝗼𝗻 𝗗𝗲𝗽𝗮𝗿𝗱𝗶𝗲𝘂 | Gérard Depardieu is going to court today, March 24, to face trial in Paris on charges of sexually assaulting 2 women during the filming of the movie ""Les Volets Verts"" (""The Green Shutters"") in September 2021.  #MeToo #GerardDepardieu https://t.co/BLbH2We7ce",stessnews,0,0
2025-03-24 07:10:00+00:00,1.90407e+18,#GerardDepardieu sexual assault trial marks a cultural reckoning for post-#MeToo #France  https://t.co/Jh0JRB9s2N,MetroBeatNews,0,0
2025-03-24 07:09:15+00:00,1.90407e+18,"Had a strange dream today, was in a business where you can pay to insert yourself into a film as an extra (react a scene or via AI), just so you can say you were in a film with a celebrity, even for a few sseconds. #dreams #metoo #lol",Shiraq89,0,0
2025-03-24 07:05:24+00:00,1.90407e+18,"@IvanOnTech #metoo the only metoo I like, slap that ass 😂",TOGGY57,0,0
2025-03-24 07:03:47+00:00,1.90407e+18,"Health is a Right, Not a Privilege.  Millions of women &amp; girls face healthcare barriers due to gender discrimination &amp; financial constraints. SDG 3 &amp; SDG 5 must go hand in hand to ensure equal access.  Join the conversation at the 8th RHNK Pan-African AYSRHR Scientific https://t.co/HPebhYAyi2",rhnkorg,10,20
2025-03-24 06:48:54+00:00,1.90406e+18,"@cheylee319 Luke Walton Accuser Kelli Tennant Talks About Sexual Assault Allegations. “I’m no longer comfortable staying silent,” the former sports reporter said of her lawsuit against the NBA coach. #SexualAssault #MeToo",djtrackelpatron,0,0
2025-03-24 06:39:21+00:00,1.90406e+18,"@SimpleyLeilani Luke Walton Accuser Kelli Tennant Talks About Sexual Assault Allegations. “I’m no longer comfortable staying silent,” the former sports reporter said of her lawsuit against the NBA coach. #SexualAssault #MeToo",Crainstain,0,0
2025-03-24 06:31:54+00:00,1.90406e+18,@Mappy6984 I’m with him! #metoo and shit,RunItAgainAgs,0,0
2025-03-24 06:26:13+00:00,1.90406e+18,@cowboy_codyf Eric Schneiderman Praised Me Too Movement Days Before Abuse Allegations Emerged. WNYC has released an interview conducted last week that host Alec Baldwin says is now difficult listening. #MeToo,This_Girl_Jessy,0,0
2025-03-24 06:18:16+00:00,1.90406e+18,@itrytoohard Are you aware of #MenToo movement which was started by men to neutralize #MeToo,burgerstrike,1,5
2025-03-24 06:11:48+00:00,1.90405e+18,@Rothmus Correct. It's the #MeToo  risk. It's not gone; it's just been institutionalized.,DonaldWGregory,0,0
2025-03-24 06:09:03+00:00,1.90405e+18,"Women hold more statehouse seats than ever. After #MeToo, do they feel any safer? https://t.co/2Wd9Tm7tu0",Local4News,0,0
2025-03-24 05:54:14+00:00,1.90405e+18,Gerard Depardieu sexual assault trial marks a cultural reckoning for post-#MeToo France https://t.co/6Lisr5qBlr,bigcountryhome,0,0
2025-03-24 05:53:16+00:00,1.90405e+18,Check out DV Survivor❤️‍🩹Share to Help's video! #TikTok https://t.co/BTsmlE2ojL #BBB25 #LaCasaDeLosFamososCol #trending #tiktok #domesticviolence #support #gofundme #survivor #Sismo #California #share #like #comment #boost #metoo #ElonMusk #CaliforniaOnFire,ohwowsquibs,0,0
2025-03-24 05:51:51+00:00,1.90405e+18,@OnecaresDen @Dexerto i think this the reason for the gender discrimination not trans shit you fool there's more then just trans people https://t.co/DbnKkPDxut,DANIELIEZER1,0,0
2025-03-24 05:42:03+00:00,1.90405e+18,Majesty @KingSalman please end travel ban to @LoujainHathloul NOW! #FreeLoujain #StandWithSaudiHeroes #HumanRights @KSAMOFA @MojKsa @AdelAljubeir @MOISaudiArabia #FreeLoujain #WomensRights. #Women #womenpower  #LiftLoujainTravelBan #WomensRightsAreHumanRights #LetLoujainFly https://t.co/nszJD9zzt6,OmNico72,0,0
2025-03-24 05:39:10+00:00,1.90405e+18,Majesty @KingSalman please end travel ban @I_Salma1988 NOW!  #StandWithSaudiHeroes #HumanRights @KSAMOFA. @MojKsa @AdelAljubeir @MOISaudiArabia #LetSalmaFly #WomensRights. #women #womenpower #SaudiArabia. #LetSalmaAlShehabfly https://t.co/Xpj6vdtvOe,OmNico72,0,0
2025-03-24 05:38:51+00:00,1.90405e+18,Majesty @KingSalman please release @ManahelAl_otibi NOW!  #StandWithSaudiHeroes #HumanRights @KSAMOFA @MojKsa @AdelAljubeir @MOISaudiArabia #ManahelAlOtaibi #FreeManahelAlOtaibi #WomensRights. #womenpower #SaudiArabia #FreeManahel. https://t.co/TSeZgF8DGc,OmNico72,0,0
2025-03-24 05:36:32+00:00,1.90404e+18,"@AlvaroCuil #MeToo In The Statehouse: At Least 16 Men Are Gone, But The Harassment Culture Isn’t. At least 16 state lawmakers have resigned or been expelled from their legislatures since the #MeToo movement started seven",benedicto36,0,0
2025-03-24 05:36:24+00:00,1.90404e+18,#Iran We urge @drpezeshkian to release Sepideh Rashnu immediately and unconditionally. #FreeSepideh  We are her voice.  #HumanRights #WomensRights  #FreeSepidehRashnu #SepidehRashnu https://t.co/zcbdNWX1dW,OmNico72,0,0
2025-03-24 10:58:59+00:00,1.9e+18,"#MeToo: In Directing ''ProtectHer,'' I Found Peace In My Broken Pieces. Fearful that I would be known as the female director behind on  #Infinite #Productivity https://t.co/ykgTUmeRZd",ILGESD,0,0
2025-03-24 10:54:24+00:00,1.9e+18,Navigating Controversy: For or Against Biological Men in Women's Sports #WomensRights #PoliticalDebate #CompassionInPolitics #AthleteAdvocacy #EqualityMatters #AmericanValues #EngagementInIssues #PoliticalAwareness #CommunityCompassion #WomenInSports https://t.co/On5rFHvp1K,CrystalPetry,0,0
2025-03-24 10:47:54+00:00,1.9e+18,"BCCI Central Contract Pay Gap; Why Men (Grade A) – ₹5 Cr Women (Grade A) – ₹50 Lakh  Equal game, unequal pay! #EqualPay #BCCI #Cricket",DeekshaDigital7,1,1
